id,struct_id,concept_id,relationship_name,concept_name,umls_cui,snomed_full_name,cui_semantic_type,snomed_conceptid
163482,1082,21000637,contraindication,Adrenal cortical hypofunction,C0405580,Adrenal cortical hypofunction,T047,386584007
163483,1082,21001629,contraindication,Cerebrovascular accident,C0038454,Cerebrovascular accident,T047,230690007
163484,1086,21000579,contraindication,Thyrotoxicosis,C0040156,Thyrotoxicosis,T047,90739004
163485,1086,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
163486,1086,21002109,contraindication,Gastrointestinal obstruction,C0236124,Gastrointestinal obstruction,T046,126765001
163487,1118,21001972,contraindication,Stomatitis,C0038362,Stomatitis,T047,61170000
163488,1095,21001022,contraindication,Depressive disorder,C0011581,Depressive disorder,T048,35489007
163489,1095,21000512,contraindication,Malignant neoplasm of liver,C0345904,Malignant neoplasm of liver,T191,93870000
163490,1071,21003262,contraindication,Oliguria,C0028961,Oliguria,T184,83128009
163491,1219,21013455,indication,Prevention of Ocular Surgery-Induced Miosis,,,,
163492,1239,21000800,contraindication,Immunosuppression,C0021080,Immunosuppression,T040,38013005
163493,1239,21001211,contraindication,Glaucoma,C0017601,Glaucoma,T047,23986001
163494,1261,21000213,indication,Chlamydial infection,C0008149,Chlamydial infection,T047,105629000
163495,1261,21000052,indication,Gastrointestinal anthrax,C0152945,Gastrointestinal anthrax,T047,111798006
163496,1245,21000733,contraindication,Hypercalcemia,C0020437,Hypercalcemia,T047,66931009
163497,1261,21002877,indication,Klebsiella Pneumoniae Osteomyelitis,,,,
163498,1261,21001398,contraindication,Disorder of the 8th Cranial Nerve,,,,
163499,4411,21000923,contraindication,Alcohol withdrawal delirium,C0001957,Alcohol withdrawal delirium,T047,8635005
163500,4456,21002172,contraindication,Anastomosis of intestine,C0192711,Anastomosis of intestine,T061,235407009
163501,4456,21000962,contraindication,Psychotic disorder,C0033975,Psychotic disorder,T048,69322001
163502,4355,21000026,contraindication,Pseudomembranous enterocolitis,C0014358,Pseudomembranous enterocolitis,T047,397683000
163503,4361,21003446,contraindication,"Pregnancy, function",C0032961,"Pregnancy, function",T040,289908002
163504,4459,21000062,indication,Erysipeloid,C1276801,Erysipeloid,T047,400105005
163505,4405,21001933,contraindication,Operation on gastrointestinal tract,C0399610,Operation on gastrointestinal tract,T061,386621005
163506,4454,21000647,indication,Male hypogonadism,C0151721,Male hypogonadism,T047,48723006
163507,4496,21001070,contraindication,Extrapyramidal disease,C0015371,Extrapyramidal disease,T047,76349003
163508,4485,21002642,indication,Contact dermatitis,C0011616,Contact dermatitis,T047,40275004
163509,4505,21002859,contraindication,Rhabdomyolysis,C0035410,Rhabdomyolysis,T046,240131006
163510,4383,21001554,contraindication,Ventricular fibrillation,C0042510,Ventricular fibrillation,T047,71908006
163511,4487,21001435,contraindication,Hypertensive urgency,C0745138,Hypertensive urgency,T047,443482000
163512,4451,21001286,indication,Bacterial conjunctivitis,C0009768,Bacterial conjunctivitis,T047,128350005
163513,4284,21002035,indication,Peptic ulcer,C0030920,Peptic ulcer,T047,13200003
163514,4296,21001775,indication,Nasal congestion,C0027424,Nasal congestion,T184,68235000
163515,4310,21000982,contraindication,Suicidal,C0438696,Suicidal,T033,267073005
163516,4296,21003301,contraindication,Severe Hypoxemia,,,,
163517,4283,21003307,contraindication,Asthenia,C0004093,Asthenia,T184,13791008
163518,4283,21002223,contraindication,Disorder of biliary tract,C0005424,Disorder of biliary tract,T047,105997008
163519,4287,21005777,indication,Hypocalcemic tetany,C0151940,Hypocalcemic tetany,T047,190869004
163520,4647,21001252,indication,Punctate Epithelial Keratopathy,,,,
163521,621,21004036,indication,Pre-Op Apprehension,,,,
163522,621,21004236,indication,Intractable Hiccups,,,,
163523,659,21010367,contraindication,Transplant of lung,C0024128,Transplant of lung,T061,88039007
163524,659,21001810,indication,Gram-Negative Aerobic Bacillary Pneumonia,,,,
163525,659,21002847,contraindication,Traumatic rupture of tendon,C0151937,Traumatic rupture of tendon,T037,415749005
163526,647,21001578,contraindication,Chronic heart failure,C0264716,Chronic heart failure,T047,48447003
163527,636,21002627,indication,Seborrheic dermatitis,C0036508,Seborrheic dermatitis,T047,50563003
163528,660,21001999,indication,Gastroesophageal reflux disease,C0017168,Gastroesophageal reflux disease,T047,235595009
163529,703,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
163530,691,21000482,indication,Acute lymphoid leukemia,C0023449,Acute lymphoid leukemia,T191,91857003
163531,725,21000746,contraindication,Dehydration,C0011175,Dehydration,T047,34095006
163532,725,21001447,contraindication,Myocardial infarction,C0027051,Myocardial infarction,T047,22298006
163533,725,21002037,contraindication,Peptic ulcer,C0030920,Peptic ulcer,T047,13200003
163534,722,21008387,contraindication,Neutropenic disorder,C0027947,Neutropenic disorder,T047,303011007
163535,725,21001016,indication,Tension-type headache,C0033893,Tension-type headache,T047,398057008
163536,725,21003068,contraindication,Sleep apnea,C0037315,Sleep apnea,T047,73430006
163537,723,21003337,contraindication,Disorder of mucous membrane,C0151785,Disorder of mucous membrane,T047,95351003
163538,720,21002597,indication,Infection due to Staphylococcus aureus,C1318973,Infection due to Staphylococcus aureus,T047,406602003
163539,726,21000886,contraindication,Leukopenia,C0023530,Leukopenia,T047,84828003
163540,734,21001369,off-label use,Allergic otitis externa,C1320547,Allergic otitis externa,T033,405821001
163541,734,21002955,off-label use,Respiratory distress syndrome in the newborn,C0035220,Respiratory distress syndrome in the newborn,T047,46775006
163542,2632,21005419,contraindication,Chemotherapy-Induced Hyperuricemia,,,,
163543,2632,21000842,contraindication,Anemia,C0002871,Anemia,T047,271737000
163544,2633,21001709,contraindication,Low blood pressure,C0020649,Low blood pressure,T033,45007003
163545,2676,21003452,contraindication,Breastfeeding (mother),C1623040,Breastfeeding (mother),T033,413712001
163546,2696,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
163547,2697,21001068,contraindication,Tardive dyskinesia,C0686347,Tardive dyskinesia,T047,102449007
163548,2727,21002098,indication,Inflammatory bowel disease,C0021390,Inflammatory bowel disease,T047,24526004
163549,2740,21000879,contraindication,Thrombocytopenic disorder,C0040034,Thrombocytopenic disorder,T033,302215000
163550,2740,21000967,indication,Anxiety,C0003467,Anxiety,T041,48694002
163551,2738,21013891,contraindication,UGT1A1*28 polymorphism,C2316068,UGT1A1*28 polymorphism,T046,430235005
163552,2742,21001473,contraindication,Myocardial ischemia,C0151744,Myocardial ischemia,T047,414795007
163553,2742,21002362,contraindication,Benign prostatic hyperplasia,C1739363,Benign prostatic hyperplasia,T047,266569009
163554,2727,21002174,off-label use,Hepatic necrosis,C0151798,Hepatic necrosis,T047,87248009
163555,2758,21000948,contraindication,Schizophrenia,C0036341,Schizophrenia,T048,58214004
163556,2726,21006007,contraindication,"Congenital hyperammonemia, type I",C0751753,"Congenital hyperammonemia, type I",T047,62522004
163557,2726,21001578,contraindication,Chronic heart failure,C0264716,Chronic heart failure,T047,48447003
163558,2726,21009332,contraindication,Exposure to varicella,C2732622,Exposure to varicella,T037,444453009
163559,2770,21000579,contraindication,Thyrotoxicosis,C0040156,Thyrotoxicosis,T047,90739004
163560,2770,21000716,contraindication,Gout,C0018099,Gout,T047,90560007
163561,2832,21000662,indication,Thiamin deficiency,C0039841,Thiamin deficiency,T047,399357009
163562,2815,21001709,contraindication,Low blood pressure,C0020649,Low blood pressure,T033,45007003
163563,2813,21001594,contraindication,Disorder of cardiovascular system,C0007222,Disorder of cardiovascular system,T047,49601007
163564,2827,21000467,off-label use,Metastatic Breast Carcinoma,,,,
163565,2834,21001450,contraindication,Myocardial infarction in recovery phase,C1633725,Myocardial infarction in recovery phase,T201,418044006
163566,2831,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
163567,1214,21001211,contraindication,Glaucoma,C0017601,Glaucoma,T047,23986001
163568,1240,21000701,contraindication,Hypercholesterolemia,C0020443,Hypercholesterolemia,T047,13644009
163569,1247,21001709,contraindication,Low blood pressure,C0020649,Low blood pressure,T033,45007003
163570,1212,21003253,contraindication,Retention of urine,C0080274,Retention of urine,T033,267064002
163571,1213,21013767,contraindication,Organophosphate poisoning,C0700359,Organophosphate poisoning,T037,8260003
163572,1213,21001578,contraindication,Chronic heart failure,C0264716,Chronic heart failure,T047,48447003
163573,1164,21001612,contraindication,Decreased cardiac function,C0232166,Decreased cardiac function,T033,43650005
163574,1199,21000716,contraindication,Gout,C0018099,Gout,T047,90560007
163575,1204,21002686,indication,Plaque psoriasis,C0406317,Plaque psoriasis,T047,200965009
163576,1187,21011376,indication,Candidemia,C0877445,Candidemia,T047,432261003
163577,1199,21001876,contraindication,Severe chronic obstructive pulmonary disease,C0730607,Severe chronic obstructive pulmonary disease,T047,313299006
163578,1210,21000502,contraindication,Uterine leiomyoma,C0042133,Uterine leiomyoma,T191,95315005
163579,1189,21000485,off-label use,"Acute myeloid leukemia, disease",C0023467,"Acute myeloid leukemia, disease",T191,91861009
163580,1336,21001211,contraindication,Glaucoma,C0017601,Glaucoma,T047,23986001
163581,1334,21002213,contraindication,Disorder of gallbladder,C0016977,Disorder of gallbladder,T047,39621005
163582,1314,21008610,contraindication,Severe Autonomic Insufficiency,,,,
163583,1286,21000026,contraindication,Pseudomembranous enterocolitis,C0014358,Pseudomembranous enterocolitis,T047,397683000
163584,1280,21001820,indication,Pneumonia due to Mycoplasma pneumoniae,C0032302,Pneumonia due to Mycoplasma pneumoniae,T047,46970008
163585,1330,21001842,indication,Acute Moraxella catarrhalis bronchitis,C0339932,Acute Moraxella catarrhalis bronchitis,T047,195722003
163586,1277,21000206,off-label use,Cytomegalovirus infection,C0010823,Cytomegalovirus infection,T047,28944009
163587,1319,21002279,contraindication,Kidney stone,C0022650,Kidney stone,T047,95570007
163588,1283,21000467,indication,Metastatic Breast Carcinoma,,,,
163589,4527,21002203,contraindication,Hepatic failure,C0085605,Hepatic failure,T047,59927004
163590,4527,21000753,contraindication,Hyperkalemia,C0020461,Hyperkalemia,T033,14140009
163591,4664,21002658,indication,Pemphigus,C0030807,Pemphigus,T047,65172003
163592,4664,21003446,contraindication,"Pregnancy, function",C0032961,"Pregnancy, function",T040,289908002
163593,4520,21000758,indication,Hypokalemia Prevention,,,,
163594,4,21011419,indication,Regional Anesthesia for Postoperative Pain,,,,
163595,26,21011988,contraindication,Dihydrouracil dehydrogenase (NADP^+^) deficiency,C1959620,Dihydrouracil dehydrogenase (NADP^+^) deficiency,T047,77365006
163596,40,21001460,off-label use,Angina pectoris,C0002962,Angina pectoris,T033,194828000
163597,52,21003156,indication,Sinus headache,C0037195,Sinus headache,T184,4969004
163598,56,21001210,indication,Secondary glaucoma,C0149893,Secondary glaucoma,T047,95717004
163599,66,21006498,indication,Contrast Media-Induced Nephrotoxicity Prevention,,,,
163600,58,21000886,contraindication,Leukopenia,C0023530,Leukopenia,T047,84828003
163601,59,21001211,contraindication,Glaucoma,C0017601,Glaucoma,T047,23986001
163602,749,21001283,indication,Allergic conjunctivitis,C0009766,Allergic conjunctivitis,T047,473460002
163603,769,21001919,contraindication,Bronchospasm,C0006266,Bronchospasm,T047,4386001
163604,779,21000653,off-label use,Precocious puberty,C0034013,Precocious puberty,T033,400179000
163605,785,21001715,contraindication,Acute hemorrhage,C0333276,Acute hemorrhage,T046,8573003
163606,790,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
163607,790,21000897,contraindication,Neutropenic disorder,C0027947,Neutropenic disorder,T047,303011007
163608,774,21000878,contraindication,Thrombocytopenic disorder,C0040034,Thrombocytopenic disorder,T033,302215000
163609,824,21002839,off-label use,Polymyalgia rheumatica,C0032533,Polymyalgia rheumatica,T047,65323003
163610,824,21000042,contraindication,Inactive tuberculosis,C0275966,Inactive tuberculosis,T047,11999007
163611,824,21001603,off-label use,Carditis,C0869523,Carditis,T047,399617002
163612,824,21001907,indication,Löffler's syndrome,C0242459,Löffler's syndrome,T047,64936001
163613,818,21000789,contraindication,Obesity,C0028754,Obesity,T047,414916001
163614,818,21000701,contraindication,Hypercholesterolemia,C0020443,Hypercholesterolemia,T047,13644009
163615,839,21000836,contraindication,Bone marrow depression,C0151773,Bone marrow depression,T047,307762000
163616,836,21000842,contraindication,Anemia,C0002871,Anemia,T047,271737000
163617,842,21001833,contraindication,Bronchitis,C0006277,Bronchitis,T047,32398004
163618,842,21000782,contraindication,Deficiency of cytochrome-b>5< reductase,C0268193,Deficiency of cytochrome-b>5< reductase,T047,124184009
163619,861,21001016,off-label use,Tension-type headache,C0033893,Tension-type headache,T047,398057008
163620,844,21008311,contraindication,Impaired renal function disorder,C0341677,Impaired renal function disorder,T047,197663003
163621,2838,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
163622,2838,21000793,contraindication,Hypervitaminosis D,C1442839,Hypervitaminosis D,T047,27712000
163623,2771,21000607,contraindication,Hypoglycemic disorder,C0020615,Hypoglycemic disorder,T047,237630007
163624,2803,21013430,off-label use,Bipolar disorder in remission,C0270425,Bipolar disorder in remission,T048,85248005
163625,2776,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
163626,3018,21002694,indication,Itching of skin,C0033774,Itching of skin,T184,418363000
163627,3174,21000951,contraindication,Hypomania,C0241934,Hypomania,T048,231496004
163628,3188,21002398,contraindication,Breast lump,C0024103,Breast lump,T033,89164003
163629,3188,21001460,contraindication,Angina pectoris,C0002962,Angina pectoris,T033,194828000
163630,2872,21000962,contraindication,Psychotic disorder,C0033975,Psychotic disorder,T048,69322001
163631,3135,21001127,contraindication,Cerebral trauma,C0558400,Cerebral trauma,T037,275382005
163632,3096,21001935,indication,Incomplete passage of stool,C0426639,Incomplete passage of stool,T184,249515001
163633,2878,21010752,contraindication,Increased Creatine Phosphokinase,,,,
163634,3017,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
